id_evenement,date,annee,type_evenement,gravite,departement,exploitant,nb_morts,nb_blesses,cause_presumee,contexte,source
470,2014-11-26,2014,deraillement,significatif,59,SNCF Réseau,1,7,defaut_infrastructure,maintenance,EPSF_synthese
471,2020-02-02,2020,PN,significatif,31,SNCF Réseau,1,4,non_respect_signalisation,PN,EPSF_synthese
472,2014-09-16,2014,incendie,significatif,89,RATP,0,8,acte_malveillance,maintenance,BEATT_rapport
473,2019-08-09,2019,incident_materiel,mineur,17,SNCF Voyageurs,0,0,defaillance_freinage,circulation_commerciale,BEATT_rapport
474,2017-11-13,2017,acte_malveillance,mineur,57,SNCF Voyageurs,0,1,vol_cable,circulation_commerciale,SNCF_rapport
475,2022-11-05,2022,PN,grave,71,SNCF Réseau,0,25,erreur_humaine,PN,EPSF_synthese
476,2016-03-21,2016,incendie,grave,34,SNCF Voyageurs,1,16,incendie_bord,circulation_commerciale,BEATT_rapport
477,2017-03-23,2017,incident_materiel,mineur,85,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,BEATT_rapport
478,2016-01-11,2016,incendie,mineur,21,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,BEATT_rapport
479,2012-02-02,2012,deraillement,mineur,75,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,SNCF_rapport
480,2017-05-05,2017,acte_malveillance,significatif,75,RATP,0,4,acte_malveillance,circulation_commerciale,BEATT_rapport
481,2024-11-23,2024,incendie,grave,69,RATP,5,20,defaillance_materiel,circulation_commerciale,EPSF_synthese
482,2019-08-21,2019,incident_materiel,significatif,57,SNCF Voyageurs,0,6,defaut_infrastructure,maintenance,SNCF_rapport
483,2022-04-11,2022,acte_malveillance,mineur,94,SNCF Voyageurs,0,0,acte_malveillance,PN,EPSF_synthese
484,2011-01-12,2011,collision,significatif,35,SNCF Réseau,0,8,defaillance_signalisation,circulation_commerciale,SNCF_rapport
485,2020-03-28,2020,collision,significatif,33,SNCF Voyageurs,0,4,defaillance_signalisation,circulation_commerciale,BEATT_rapport
486,2016-10-08,2016,incident_materiel,mineur,66,RATP,0,1,defaillance_signalisation,circulation_commerciale,SNCF_rapport
487,2011-11-07,2011,PN,significatif,69,SNCF Réseau,0,7,erreur_humaine,PN,BEATT_rapport
488,2016-11-07,2016,incendie,significatif,92,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,EPSF_synthese
489,2012-02-19,2012,collision,significatif,33,SNCF Réseau,0,8,non_respect_signalisation,circulation_commerciale,BEATT_rapport
490,2015-01-27,2015,acte_malveillance,grave,6,SNCF Réseau,2,8,jet_de_projectiles,PN,BEATT_rapport
491,2017-09-15,2017,collision,grave,21,SNCF Réseau,2,17,defaillance_signalisation,circulation_commerciale,EPSF_synthese
492,2018-08-05,2018,collision,mineur,66,SNCF Réseau,0,0,erreur_humaine,circulation_commerciale,SNCF_rapport
493,2013-01-28,2013,deraillement,mineur,21,SNCF Réseau,0,0,excès_vitesse,maintenance,BEATT_rapport
494,2022-08-20,2022,collision,significatif,42,SNCF Réseau,0,7,non_respect_signalisation,circulation_commerciale,BEATT_rapport
495,2013-05-25,2013,deraillement,mineur,30,SNCF Réseau,0,0,erreur_humaine,travaux,EPSF_synthese
496,2012-10-05,2012,acte_malveillance,significatif,72,SNCF Voyageurs,0,0,jet_de_projectiles,PN,SNCF_rapport
497,2013-02-19,2013,incident_materiel,significatif,45,SNCF Voyageurs,0,6,defaillance_signalisation,essais,BEATT_rapport
498,2023-06-25,2023,acte_malveillance,mineur,13,RATP,0,0,jet_de_projectiles,PN,BEATT_rapport
499,2016-10-07,2016,incident_materiel,significatif,57,SNCF Voyageurs,0,1,defaillance_freinage,essais,BEATT_rapport
500,2011-03-24,2011,incident_materiel,mineur,45,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,SNCF_rapport
501,2024-04-24,2024,acte_malveillance,grave,62,SNCF Voyageurs,0,6,acte_malveillance,circulation_commerciale,EPSF_synthese
502,2018-09-04,2018,acte_malveillance,significatif,94,RATP,0,8,vol_cable,PN,EPSF_synthese
503,2020-07-25,2020,collision,grave,51,SNCF Réseau,3,28,erreur_humaine,circulation_commerciale,EPSF_synthese
504,2010-11-23,2010,collision,grave,78,SNCF Voyageurs,0,7,defaillance_signalisation,circulation_commerciale,SNCF_rapport
505,2019-07-02,2019,incendie,significatif,83,RATP,0,5,defaillance_materiel,circulation_commerciale,BEATT_rapport
506,2023-10-26,2023,incident_materiel,significatif,25,SNCF Voyageurs,0,2,defaillance_signalisation,circulation_commerciale,BEATT_rapport
507,2014-07-23,2014,incident_materiel,mineur,91,RATP,0,0,defaillance_signalisation,maintenance,BEATT_rapport
508,2024-06-04,2024,collision,significatif,45,SNCF Voyageurs,0,6,excès_vitesse,circulation_commerciale,EPSF_synthese
509,2015-06-26,2015,collision,grave,89,SNCF Réseau,1,19,defaillance_signalisation,circulation_commerciale,BEATT_rapport
510,2011-03-27,2011,PN,grave,6,SNCF Réseau,0,8,erreur_humaine,PN,BEATT_rapport
511,2013-01-29,2013,incendie,grave,64,SNCF Voyageurs,1,32,incendie_bord,circulation_commerciale,BEATT_rapport
512,2021-08-08,2021,incendie,significatif,33,SNCF Voyageurs,0,1,defaillance_materiel,circulation_commerciale,BEATT_rapport
513,2016-01-11,2016,incendie,significatif,72,SNCF Voyageurs,0,7,incendie_bord,circulation_commerciale,SNCF_rapport
514,2021-10-01,2021,collision,grave,75,SNCF Réseau,2,10,excès_vitesse,circulation_commerciale,BEATT_rapport
515,2018-01-29,2018,collision,significatif,35,SNCF Réseau,0,5,defaillance_signalisation,circulation_commerciale,SNCF_rapport
516,2012-04-22,2012,acte_malveillance,mineur,78,SNCF Réseau,0,0,jet_de_projectiles,circulation_commerciale,EPSF_synthese
517,2010-12-27,2010,collision,significatif,66,SNCF Réseau,0,9,non_respect_signalisation,circulation_commerciale,SNCF_rapport
518,2013-05-14,2013,incident_materiel,significatif,92,RATP,0,3,defaillance_materiel,essais,SNCF_rapport
519,2015-01-14,2015,PN,grave,62,SNCF Réseau,2,24,obstacle_PN,PN,SNCF_rapport
520,2011-10-01,2011,acte_malveillance,significatif,94,RATP,0,8,vol_cable,circulation_commerciale,EPSF_synthese
521,2014-01-09,2014,incident_materiel,mineur,75,SNCF Voyageurs,0,1,defaillance_materiel,maintenance,SNCF_rapport
522,2016-12-20,2016,PN,significatif,66,SNCF Réseau,0,1,obstacle_PN,PN,EPSF_synthese
523,2016-07-16,2016,acte_malveillance,significatif,66,SNCF Voyageurs,0,2,vol_cable,circulation_commerciale,BEATT_rapport
524,2021-01-24,2021,incident_materiel,significatif,71,SNCF Voyageurs,1,2,defaillance_freinage,circulation_commerciale,EPSF_synthese
525,2015-03-24,2015,acte_malveillance,significatif,6,SNCF Voyageurs,0,0,vol_cable,circulation_commerciale,BEATT_rapport
526,2018-06-10,2018,incendie,mineur,42,SNCF Voyageurs,0,1,acte_malveillance,maintenance,BEATT_rapport
527,2015-05-06,2015,deraillement,grave,54,SNCF Réseau,0,14,erreur_humaine,travaux,EPSF_synthese
528,2010-12-26,2010,incident_materiel,grave,75,SNCF Voyageurs,0,5,defaut_infrastructure,essais,BEATT_rapport
529,2011-11-27,2011,acte_malveillance,mineur,69,RATP,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
530,2023-04-11,2023,acte_malveillance,mineur,33,RATP,0,0,acte_malveillance,PN,EPSF_synthese
531,2016-07-17,2016,PN,grave,62,SNCF Réseau,1,20,non_respect_signalisation,PN,SNCF_rapport
532,2020-02-26,2020,PN,grave,33,SNCF Réseau,0,25,obstacle_PN,PN,BEATT_rapport
533,2012-06-11,2012,incident_materiel,grave,75,SNCF Voyageurs,0,37,defaillance_materiel,circulation_commerciale,SNCF_rapport
534,2019-02-13,2019,collision,mineur,59,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,SNCF_rapport
535,2015-12-11,2015,collision,grave,59,SNCF Voyageurs,1,23,erreur_humaine,circulation_commerciale,BEATT_rapport
536,2023-07-14,2023,collision,significatif,25,SNCF Réseau,0,2,non_respect_signalisation,circulation_commerciale,BEATT_rapport
537,2015-07-27,2015,PN,significatif,59,SNCF Réseau,0,9,non_respect_signalisation,PN,SNCF_rapport
538,2013-11-25,2013,collision,grave,84,SNCF Voyageurs,0,5,defaillance_signalisation,circulation_commerciale,EPSF_synthese
539,2012-02-15,2012,deraillement,significatif,6,SNCF Réseau,0,0,defaut_infrastructure,travaux,EPSF_synthese
540,2014-12-26,2014,incident_materiel,mineur,94,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,BEATT_rapport
541,2024-06-17,2024,collision,significatif,21,SNCF Réseau,0,4,excès_vitesse,circulation_commerciale,EPSF_synthese
542,2024-06-27,2024,deraillement,significatif,31,SNCF Voyageurs,0,7,excès_vitesse,travaux,EPSF_synthese
543,2020-05-04,2020,collision,grave,69,SNCF Voyageurs,1,15,non_respect_signalisation,circulation_commerciale,SNCF_rapport
544,2010-08-30,2010,deraillement,significatif,42,SNCF Voyageurs,0,3,erreur_humaine,travaux,EPSF_synthese
545,2016-03-02,2016,PN,significatif,89,SNCF Réseau,0,4,non_respect_signalisation,PN,BEATT_rapport
546,2023-11-03,2023,incident_materiel,grave,84,SNCF Voyageurs,0,35,defaillance_signalisation,maintenance,SNCF_rapport
547,2011-05-15,2011,collision,significatif,71,SNCF Réseau,1,4,excès_vitesse,circulation_commerciale,EPSF_synthese
548,2024-05-31,2024,acte_malveillance,mineur,64,SNCF Voyageurs,0,0,acte_malveillance,circulation_commerciale,SNCF_rapport
549,2022-03-19,2022,deraillement,grave,67,SNCF Voyageurs,1,24,defaillance_materiel,maintenance,SNCF_rapport
550,2014-01-13,2014,collision,grave,54,SNCF Réseau,0,25,excès_vitesse,circulation_commerciale,EPSF_synthese
551,2020-07-31,2020,acte_malveillance,significatif,30,SNCF Réseau,0,7,vol_cable,circulation_commerciale,EPSF_synthese
552,2024-09-25,2024,incident_materiel,mineur,17,RATP,0,0,defaillance_signalisation,essais,EPSF_synthese
553,2022-11-30,2022,deraillement,grave,45,SNCF Réseau,0,16,defaillance_materiel,travaux,BEATT_rapport
554,2017-02-18,2017,incendie,grave,13,RATP,2,8,acte_malveillance,maintenance,BEATT_rapport
555,2017-11-20,2017,acte_malveillance,grave,38,RATP,0,8,jet_de_projectiles,circulation_commerciale,SNCF_rapport
556,2022-02-28,2022,PN,significatif,25,SNCF Réseau,0,5,obstacle_PN,PN,EPSF_synthese
557,2015-03-21,2015,acte_malveillance,mineur,76,RATP,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
558,2017-06-10,2017,acte_malveillance,grave,37,SNCF Voyageurs,1,30,acte_malveillance,circulation_commerciale,SNCF_rapport
559,2011-05-03,2011,collision,significatif,80,SNCF Réseau,0,7,non_respect_signalisation,circulation_commerciale,SNCF_rapport
560,2011-08-18,2011,PN,grave,30,SNCF Réseau,2,27,erreur_humaine,PN,SNCF_rapport
561,2016-10-08,2016,PN,grave,72,SNCF Réseau,2,33,obstacle_PN,PN,BEATT_rapport
562,2020-12-05,2020,incendie,significatif,84,RATP,1,4,defaillance_materiel,circulation_commerciale,BEATT_rapport
563,2023-10-07,2023,PN,grave,59,SNCF Réseau,1,28,obstacle_PN,PN,BEATT_rapport
564,2016-08-09,2016,incident_materiel,mineur,95,SNCF Voyageurs,0,0,defaillance_freinage,essais,BEATT_rapport
565,2018-10-13,2018,acte_malveillance,mineur,62,RATP,0,1,acte_malveillance,circulation_commerciale,BEATT_rapport
566,2014-12-15,2014,incendie,grave,34,SNCF Voyageurs,2,13,acte_malveillance,circulation_commerciale,SNCF_rapport
567,2011-09-30,2011,incident_materiel,mineur,91,SNCF Voyageurs,0,0,defaillance_signalisation,maintenance,EPSF_synthese
568,2024-05-02,2024,incendie,significatif,51,SNCF Voyageurs,0,3,defaillance_materiel,maintenance,EPSF_synthese
569,2015-08-07,2015,incendie,significatif,30,SNCF Voyageurs,0,1,incendie_bord,maintenance,BEATT_rapport
570,2010-01-11,2010,collision,grave,71,SNCF Voyageurs,0,11,defaillance_signalisation,circulation_commerciale,EPSF_synthese
571,2019-04-15,2019,deraillement,significatif,30,SNCF Voyageurs,0,6,erreur_humaine,circulation_commerciale,SNCF_rapport
572,2022-12-19,2022,incendie,mineur,73,SNCF Voyageurs,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
573,2010-10-01,2010,PN,significatif,30,SNCF Réseau,0,4,obstacle_PN,PN,EPSF_synthese
574,2017-09-01,2017,incident_materiel,mineur,21,RATP,0,0,defaut_infrastructure,circulation_commerciale,BEATT_rapport
575,2012-02-02,2012,PN,grave,13,SNCF Réseau,1,35,erreur_humaine,PN,SNCF_rapport
576,2024-08-29,2024,incident_materiel,mineur,30,SNCF Voyageurs,0,0,defaut_infrastructure,circulation_commerciale,SNCF_rapport
577,2014-08-11,2014,incident_materiel,significatif,83,RATP,0,9,defaut_infrastructure,essais,SNCF_rapport
578,2024-10-25,2024,PN,grave,17,SNCF Réseau,1,21,non_respect_signalisation,PN,SNCF_rapport
579,2022-10-28,2022,acte_malveillance,grave,66,SNCF Réseau,1,6,vol_cable,circulation_commerciale,EPSF_synthese
580,2019-08-04,2019,collision,grave,30,SNCF Réseau,3,25,excès_vitesse,circulation_commerciale,EPSF_synthese
581,2014-08-23,2014,incident_materiel,mineur,31,SNCF Voyageurs,0,0,defaillance_signalisation,circulation_commerciale,SNCF_rapport
582,2018-12-01,2018,deraillement,significatif,25,SNCF Voyageurs,0,6,erreur_humaine,maintenance,BEATT_rapport
583,2022-03-16,2022,deraillement,grave,66,SNCF Voyageurs,2,21,excès_vitesse,circulation_commerciale,EPSF_synthese
584,2019-12-31,2019,collision,significatif,51,SNCF Réseau,0,4,excès_vitesse,circulation_commerciale,EPSF_synthese
585,2016-01-10,2016,acte_malveillance,grave,93,RATP,0,11,acte_malveillance,circulation_commerciale,EPSF_synthese
586,2011-12-04,2011,incendie,significatif,44,RATP,0,5,defaillance_materiel,maintenance,BEATT_rapport
587,2011-05-15,2011,deraillement,mineur,85,SNCF Voyageurs,0,0,erreur_humaine,maintenance,EPSF_synthese
588,2020-09-06,2020,PN,grave,14,SNCF Réseau,1,27,obstacle_PN,PN,BEATT_rapport
589,2022-10-24,2022,acte_malveillance,grave,73,SNCF Réseau,1,8,jet_de_projectiles,circulation_commerciale,EPSF_synthese
590,2013-10-01,2013,incident_materiel,mineur,72,SNCF Voyageurs,0,0,defaillance_freinage,circulation_commerciale,EPSF_synthese
591,2019-10-07,2019,incident_materiel,significatif,62,SNCF Voyageurs,0,3,defaillance_freinage,essais,BEATT_rapport
592,2011-07-03,2011,collision,grave,62,SNCF Voyageurs,1,7,defaillance_signalisation,circulation_commerciale,SNCF_rapport
593,2021-08-28,2021,deraillement,grave,31,SNCF Voyageurs,0,13,defaut_infrastructure,maintenance,SNCF_rapport
594,2013-05-10,2013,incident_materiel,mineur,30,RATP,0,0,defaillance_materiel,circulation_commerciale,SNCF_rapport
595,2022-01-05,2022,PN,grave,92,SNCF Réseau,0,36,non_respect_signalisation,PN,SNCF_rapport
596,2022-10-31,2022,acte_malveillance,significatif,54,SNCF Réseau,0,5,vol_cable,circulation_commerciale,SNCF_rapport
597,2013-03-24,2013,acte_malveillance,significatif,69,SNCF Réseau,0,9,jet_de_projectiles,PN,SNCF_rapport
598,2015-05-01,2015,collision,mineur,13,SNCF Réseau,0,0,defaillance_signalisation,circulation_commerciale,SNCF_rapport
599,2016-10-18,2016,PN,grave,94,SNCF Réseau,1,28,non_respect_signalisation,PN,EPSF_synthese
600,2015-02-11,2015,incident_materiel,mineur,62,SNCF Voyageurs,0,0,defaillance_signalisation,essais,SNCF_rapport
601,2019-05-08,2019,acte_malveillance,significatif,73,SNCF Réseau,0,9,jet_de_projectiles,circulation_commerciale,EPSF_synthese
602,2019-02-18,2019,incendie,grave,78,SNCF Voyageurs,1,26,defaillance_materiel,maintenance,EPSF_synthese
603,2011-06-22,2011,PN,significatif,80,SNCF Réseau,0,7,erreur_humaine,PN,BEATT_rapport
604,2010-08-26,2010,incident_materiel,significatif,45,SNCF Voyageurs,0,9,defaillance_freinage,circulation_commerciale,EPSF_synthese
605,2020-03-28,2020,collision,grave,66,SNCF Réseau,2,10,excès_vitesse,circulation_commerciale,SNCF_rapport
606,2021-04-30,2021,deraillement,significatif,45,SNCF Réseau,0,0,defaut_infrastructure,maintenance,SNCF_rapport
607,2020-12-18,2020,acte_malveillance,significatif,86,SNCF Voyageurs,0,6,vol_cable,circulation_commerciale,BEATT_rapport
608,2017-11-05,2017,PN,grave,95,SNCF Réseau,0,37,obstacle_PN,PN,EPSF_synthese
609,2016-05-24,2016,collision,grave,85,SNCF Réseau,1,32,defaillance_signalisation,circulation_commerciale,EPSF_synthese
610,2014-12-19,2014,incendie,significatif,92,SNCF Voyageurs,0,8,incendie_bord,circulation_commerciale,SNCF_rapport
611,2021-07-06,2021,collision,significatif,92,SNCF Réseau,1,2,erreur_humaine,circulation_commerciale,EPSF_synthese
612,2023-06-26,2023,collision,grave,59,SNCF Voyageurs,2,39,non_respect_signalisation,circulation_commerciale,BEATT_rapport
613,2024-06-01,2024,PN,grave,75,SNCF Réseau,0,24,non_respect_signalisation,PN,SNCF_rapport
614,2014-11-23,2014,deraillement,mineur,86,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,EPSF_synthese
615,2010-03-02,2010,acte_malveillance,significatif,92,RATP,0,6,jet_de_projectiles,PN,BEATT_rapport
616,2023-08-30,2023,PN,grave,21,SNCF Réseau,0,37,non_respect_signalisation,PN,SNCF_rapport
617,2016-03-14,2016,incendie,grave,92,SNCF Voyageurs,0,8,defaillance_materiel,maintenance,BEATT_rapport
618,2024-08-11,2024,PN,significatif,45,SNCF Réseau,0,6,obstacle_PN,PN,EPSF_synthese
619,2023-06-17,2023,deraillement,mineur,13,SNCF Réseau,0,0,defaillance_materiel,maintenance,BEATT_rapport
620,2021-02-26,2021,PN,mineur,67,SNCF Réseau,0,1,non_respect_signalisation,PN,BEATT_rapport
621,2010-10-17,2010,acte_malveillance,mineur,44,SNCF Voyageurs,0,0,jet_de_projectiles,circulation_commerciale,BEATT_rapport
622,2021-12-28,2021,incendie,grave,59,RATP,2,3,defaillance_materiel,maintenance,EPSF_synthese
623,2024-10-01,2024,acte_malveillance,mineur,76,SNCF Réseau,0,0,acte_malveillance,PN,EPSF_synthese
624,2015-10-20,2015,incendie,significatif,63,RATP,0,2,acte_malveillance,circulation_commerciale,BEATT_rapport
625,2012-01-02,2012,incident_materiel,significatif,59,RATP,0,7,defaillance_signalisation,circulation_commerciale,SNCF_rapport
626,2017-06-07,2017,PN,grave,31,SNCF Réseau,0,5,non_respect_signalisation,PN,SNCF_rapport
627,2011-03-16,2011,incendie,mineur,38,SNCF Voyageurs,0,0,acte_malveillance,circulation_commerciale,BEATT_rapport
628,2012-09-08,2012,incendie,mineur,17,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,EPSF_synthese
629,2013-01-30,2013,incident_materiel,mineur,75,RATP,0,0,defaillance_signalisation,maintenance,EPSF_synthese
630,2017-02-04,2017,incendie,grave,63,SNCF Voyageurs,0,12,incendie_bord,circulation_commerciale,BEATT_rapport
631,2013-12-19,2013,PN,grave,73,SNCF Réseau,1,30,erreur_humaine,PN,SNCF_rapport
632,2014-09-12,2014,incident_materiel,mineur,33,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,BEATT_rapport
633,2019-09-23,2019,incendie,mineur,76,SNCF Voyageurs,0,2,defaillance_materiel,maintenance,SNCF_rapport
634,2010-02-08,2010,collision,grave,62,SNCF Réseau,1,30,non_respect_signalisation,circulation_commerciale,BEATT_rapport
635,2014-04-11,2014,collision,grave,95,SNCF Réseau,1,18,erreur_humaine,circulation_commerciale,SNCF_rapport
636,2016-12-31,2016,incident_materiel,significatif,86,RATP,0,4,defaillance_materiel,maintenance,SNCF_rapport
637,2013-09-30,2013,collision,grave,75,SNCF Réseau,2,34,erreur_humaine,circulation_commerciale,BEATT_rapport
638,2021-09-02,2021,acte_malveillance,mineur,94,SNCF Voyageurs,0,0,jet_de_projectiles,PN,EPSF_synthese
639,2017-09-08,2017,deraillement,significatif,69,SNCF Réseau,0,8,defaillance_materiel,travaux,EPSF_synthese
640,2015-02-15,2015,incident_materiel,mineur,13,RATP,0,2,defaillance_freinage,circulation_commerciale,BEATT_rapport
641,2021-04-26,2021,incident_materiel,significatif,92,RATP,0,3,defaillance_materiel,maintenance,EPSF_synthese
642,2018-06-01,2018,incendie,mineur,17,RATP,0,2,defaillance_materiel,circulation_commerciale,BEATT_rapport
643,2012-06-04,2012,incendie,grave,31,RATP,0,22,incendie_bord,circulation_commerciale,SNCF_rapport
644,2019-12-19,2019,deraillement,significatif,76,SNCF Voyageurs,1,4,defaut_infrastructure,maintenance,BEATT_rapport
645,2013-06-08,2013,incident_materiel,mineur,93,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,EPSF_synthese
646,2024-11-10,2024,acte_malveillance,significatif,30,SNCF Voyageurs,0,2,vol_cable,circulation_commerciale,BEATT_rapport
647,2023-11-09,2023,collision,grave,77,SNCF Réseau,1,14,excès_vitesse,circulation_commerciale,EPSF_synthese
648,2023-08-29,2023,incident_materiel,significatif,64,SNCF Voyageurs,0,3,defaillance_signalisation,essais,BEATT_rapport
649,2019-03-11,2019,PN,grave,77,SNCF Réseau,0,35,obstacle_PN,PN,EPSF_synthese
650,2020-10-12,2020,PN,significatif,93,SNCF Réseau,0,1,obstacle_PN,PN,EPSF_synthese
651,2012-06-23,2012,acte_malveillance,grave,25,SNCF Réseau,1,10,jet_de_projectiles,PN,BEATT_rapport
652,2011-09-07,2011,incendie,grave,92,SNCF Voyageurs,0,33,acte_malveillance,circulation_commerciale,EPSF_synthese
653,2020-03-30,2020,PN,grave,30,SNCF Réseau,1,16,non_respect_signalisation,PN,EPSF_synthese
654,2010-11-20,2010,PN,grave,31,SNCF Réseau,0,3,non_respect_signalisation,PN,EPSF_synthese
655,2011-01-11,2011,collision,grave,64,SNCF Réseau,3,13,non_respect_signalisation,circulation_commerciale,SNCF_rapport
656,2023-12-12,2023,PN,significatif,63,SNCF Réseau,0,1,erreur_humaine,PN,EPSF_synthese
657,2012-07-21,2012,deraillement,significatif,67,SNCF Voyageurs,0,3,erreur_humaine,circulation_commerciale,BEATT_rapport
658,2020-09-22,2020,deraillement,significatif,95,SNCF Réseau,0,5,excès_vitesse,travaux,BEATT_rapport
659,2011-04-26,2011,incident_materiel,mineur,76,RATP,0,0,defaillance_materiel,maintenance,BEATT_rapport
660,2019-10-30,2019,incident_materiel,significatif,13,RATP,0,2,defaut_infrastructure,maintenance,BEATT_rapport
661,2012-12-06,2012,deraillement,significatif,73,SNCF Voyageurs,0,8,erreur_humaine,travaux,EPSF_synthese
662,2011-06-03,2011,PN,mineur,94,SNCF Réseau,0,2,erreur_humaine,PN,BEATT_rapport
663,2022-12-07,2022,incendie,mineur,63,RATP,0,0,acte_malveillance,circulation_commerciale,BEATT_rapport
664,2021-09-25,2021,incendie,grave,93,SNCF Voyageurs,0,35,acte_malveillance,circulation_commerciale,BEATT_rapport
665,2015-07-30,2015,deraillement,mineur,34,SNCF Voyageurs,0,1,defaillance_materiel,maintenance,BEATT_rapport
666,2023-09-30,2023,collision,significatif,76,SNCF Voyageurs,0,0,erreur_humaine,circulation_commerciale,SNCF_rapport
667,2013-09-16,2013,collision,grave,63,SNCF Réseau,11,17,defaillance_signalisation,circulation_commerciale,SNCF_rapport
668,2011-02-17,2011,acte_malveillance,mineur,45,SNCF Voyageurs,0,0,acte_malveillance,PN,EPSF_synthese
669,2020-04-18,2020,deraillement,mineur,73,SNCF Voyageurs,0,0,erreur_humaine,travaux,SNCF_rapport
670,2012-08-30,2012,deraillement,grave,71,SNCF Voyageurs,2,37,defaut_infrastructure,travaux,EPSF_synthese
671,2022-07-01,2022,acte_malveillance,grave,89,RATP,1,35,acte_malveillance,circulation_commerciale,BEATT_rapport
672,2016-10-31,2016,acte_malveillance,significatif,93,RATP,0,6,jet_de_projectiles,circulation_commerciale,SNCF_rapport
673,2017-08-24,2017,PN,grave,63,SNCF Réseau,2,2,obstacle_PN,PN,BEATT_rapport
674,2023-11-26,2023,acte_malveillance,mineur,73,RATP,0,0,vol_cable,PN,EPSF_synthese
675,2012-03-09,2012,incendie,grave,64,SNCF Voyageurs,1,23,incendie_bord,circulation_commerciale,BEATT_rapport
676,2016-07-19,2016,acte_malveillance,mineur,30,RATP,0,0,jet_de_projectiles,PN,EPSF_synthese
677,2013-09-06,2013,deraillement,significatif,30,SNCF Voyageurs,0,1,excès_vitesse,maintenance,SNCF_rapport
678,2023-09-14,2023,incident_materiel,significatif,42,SNCF Voyageurs,0,4,defaillance_freinage,circulation_commerciale,SNCF_rapport
679,2014-04-11,2014,incendie,grave,14,SNCF Voyageurs,1,35,defaillance_materiel,circulation_commerciale,BEATT_rapport
680,2023-03-17,2023,collision,significatif,86,SNCF Voyageurs,0,4,defaillance_signalisation,circulation_commerciale,BEATT_rapport
681,2013-01-07,2013,deraillement,grave,84,SNCF Réseau,0,26,defaut_infrastructure,maintenance,SNCF_rapport
682,2023-02-15,2023,deraillement,mineur,33,SNCF Réseau,0,1,excès_vitesse,maintenance,EPSF_synthese
683,2018-09-09,2018,incendie,mineur,67,RATP,0,0,acte_malveillance,maintenance,SNCF_rapport
684,2023-08-29,2023,incendie,grave,63,SNCF Voyageurs,1,29,incendie_bord,maintenance,SNCF_rapport
685,2020-02-27,2020,incident_materiel,mineur,95,RATP,0,1,defaillance_freinage,maintenance,BEATT_rapport
686,2021-06-28,2021,PN,grave,84,SNCF Réseau,5,17,erreur_humaine,PN,BEATT_rapport
687,2014-11-16,2014,incident_materiel,significatif,57,RATP,1,1,defaillance_freinage,essais,BEATT_rapport
688,2017-09-29,2017,incendie,significatif,83,RATP,0,9,incendie_bord,circulation_commerciale,BEATT_rapport
689,2024-04-14,2024,PN,grave,84,SNCF Réseau,0,21,erreur_humaine,PN,SNCF_rapport
690,2023-01-27,2023,acte_malveillance,significatif,83,RATP,0,7,jet_de_projectiles,PN,SNCF_rapport
691,2019-06-23,2019,collision,grave,34,SNCF Réseau,1,15,erreur_humaine,circulation_commerciale,EPSF_synthese
692,2011-04-09,2011,incident_materiel,significatif,94,SNCF Voyageurs,0,2,defaillance_signalisation,circulation_commerciale,SNCF_rapport
693,2013-04-14,2013,collision,mineur,14,SNCF Voyageurs,0,2,excès_vitesse,circulation_commerciale,SNCF_rapport
694,2020-02-25,2020,collision,significatif,78,SNCF Réseau,0,7,non_respect_signalisation,circulation_commerciale,BEATT_rapport
695,2016-06-14,2016,incendie,mineur,67,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,SNCF_rapport
696,2017-01-05,2017,acte_malveillance,mineur,51,RATP,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
697,2023-12-02,2023,deraillement,mineur,86,SNCF Voyageurs,0,2,excès_vitesse,maintenance,BEATT_rapport
698,2023-07-14,2023,incident_materiel,significatif,37,SNCF Voyageurs,0,3,defaillance_freinage,maintenance,BEATT_rapport
699,2011-09-03,2011,incident_materiel,mineur,31,RATP,0,1,defaillance_freinage,essais,SNCF_rapport
700,2010-11-29,2010,deraillement,grave,33,SNCF Voyageurs,0,5,defaillance_materiel,maintenance,EPSF_synthese
701,2023-02-06,2023,PN,grave,34,SNCF Réseau,3,8,obstacle_PN,PN,EPSF_synthese
702,2013-06-13,2013,PN,significatif,89,SNCF Réseau,0,0,erreur_humaine,PN,BEATT_rapport
703,2016-10-03,2016,deraillement,significatif,80,SNCF Voyageurs,0,8,defaillance_materiel,travaux,EPSF_synthese
